Number,CommentText,Trinary,Source
524,There are quite a few Java implementations that are poorly written. It may well be possible that you are using one of them.,-1,StackOverflow
525,I solved the problem myself. Thanks for the hints.,-1,StackOverflow
526,Check my new answer.,0,StackOverflow
527,"Sorry, I tought you use `System.IO.Compression.FileSystem.dll`.",-1,StackOverflow
528,"If you can, use the .NET framework BCL.",0,StackOverflow
529,worked!,1,StackOverflow
530,"with new keystore file, sign of apk file was changed",0,StackOverflow
531,hey thanks its working.,1,StackOverflow
532,"Even if i dont register my custom handler in webInitializer, it works.",0,StackOverflow
533,I just need to return the bean of the custom exception handler class that extends the 'DefaultExceptionHandler' class.,0,StackOverflow
534,"@Clemens So after adding the items programmatically, one should be able to convert them like `ComboBoxItem cbi = (ComboBoxItem)comboBox.SelectedItem`, right? I tried this, but got an exception.",1,StackOverflow
535,Works!,1,StackOverflow
536,BUT WHY?,0,StackOverflow
537,"Thank you, It is updating. cheers.",1,StackOverflow
538,"Look in `c:\users\`, which is the correct location in Win 7.",0,StackOverflow
539,@michael http://stackoverflow.com/questions/922210/unable-to-git-push-master-to-github,0,StackOverflow
540,"That's an awfully hideous hack, solving a ""problem"" that's more likely based in a lack of understanding, than an actual problem.",-1,StackOverflow
541,Yep mention not :),1,StackOverflow
542,let us [continue this discussion in chat](http://chat.stackoverflow.com/rooms/35898/discussion-between-dietmar-kuhl-and-bartimar),0,StackOverflow
543,"another user says that ""All **XHTML** tags must have ending tags but that for HTML many are optional."" logically your comment and their comment cannot both be true @RokoC.Buljan",1,StackOverflow
544,deletes the oldest entries until there space to write the new one,0,StackOverflow
545,Thanks but these domain names do not necessarily link somewhere that is just the way they are already. They may well be impossible email addresses but my need to read and match the right part remains.,1,StackOverflow
546,"Also that 2nd last always being the domain doesn't encompass .com.au or .edu.au etc. there are both those and .com ""addresses"" in the user list which is thousands strong. I can't change their naming convention for users as illogical as it may be.",-1,StackOverflow
547,"@Md.FarhanMemon: This question has nothing to do with `HashWithIndifferentAccess`, except for the fact that HWIA compounds the confusion many new people already have about Strings vs Symbols.",-1,StackOverflow
548,"Just like `1` (`Integer`) is not the same thing as `""1""` (`String`), so is `""a""` (`String`) not the same thing as `:a` (`Symbol`) - but it is easy to convert between them.",0,StackOverflow
549,"Easier, in fact, because all strings can be converted to symbols, but not all strings can be converted to integers.",0,StackOverflow
550,on submit button,0,StackOverflow
551,I am very brand new to PHP coding... what books do you suggest please for beginners and self-study?,1,StackOverflow
552,Thank you once again.,1,StackOverflow
553,Un-register these kinda of BroadCast is of no use.,0,StackOverflow
554,But you can if you add these kind of setting in preferences and then un-register from activity where you had registered it first.,1,StackOverflow
555,Thank you sir. I'll study this,1,StackOverflow
556,It doesn't make sense so have the new onAttach(context) only be called form API >=23.,0,StackOverflow
557,"And for older API's, we must use a deprecated function onAttach(activity)",0,StackOverflow
558,"I really don't think `inout` is only in the language for backwards compatibility.  Plenty of other languages offer pass-by-reference options, which is essentially what `inout` offers.",0,StackOverflow
559,"The official documentation recommends using `inout` for a simple *swap* function, for example, and there isn't a single reference to ""backwards compatibility"" or Objective-C in any of the `inout` sections of the documentation.",0,StackOverflow
560,SCRATCH ALL OF THAT! I figured out that just `cubesSetings` is null for some reason. I don't why it is doing this though! D:,-1,StackOverflow
561,Ah ok. Sorry didn't get that.,-1,StackOverflow
562,Well another idea is to set a after insert trigger which will react on this case and generate a new guid for this.,0,StackOverflow
563,According to the [documentation of fftw](http://www.fftw.org/doc/Real_002ddata-DFTs.html#Real_002ddata-DFTs) >FFTW computes an unnormalized transform: computing an r2c followed by a c2r transform (or vice versa) will result in the original data multiplied by the size of the transform (product  logical dimensions).,-1,StackOverflow
564,"There is a need for a `scale`. `M_PI` is pi, that is 3.1415 (and a few more digits).",0,StackOverflow
565,The fftw plans perform the change from `xold` to `xfourier` and `xfourier` to `xnew`. I did not find why storing `ynew` was necessary...,0,StackOverflow
566,feel free to adapt that code to your situation !,1,StackOverflow
567,Did this work fine?,1,StackOverflow
568,I'm using Android Studio 1.2 and I can't import .aar library as module.,0,StackOverflow
569,@user3734231 The result is stored in `$res`.,0,StackOverflow
570,"@ScottChamberlain Ok, I did a benchmark and I was so very wrong. Thank You.",-1,StackOverflow
571,One problem remains. how does a dictionary have O(1) without taking up 2^36 bytes of memory? what's the magic?,-1,StackOverflow
572,Back-of-the-envelope calculations says that the 300K posts tagged [mysql] averages only 10K web pages asking for AJAX updates.  That's a lot less than your 1M.,0,StackOverflow
573,"Suggest that you implement something, but plan to replace it in a few months.  Then get real metrics and look for better system designs.",0,StackOverflow
574,"Ok, let's finish this, you're wasting my time. I told you several times what that pseudo-code was meant for and how to work with that. Simply take or leave it. Bye.",0,StackOverflow
575,@Blender I'm using sys.stdout.write() here to make it more clear why sys.stdout.flush() is used.,0,StackOverflow
576,"`emplace` or `insert` would be even more explicit, avoid useless assignation and manage class without default constructor (as `operator []` requires it anyway).",-1,StackOverflow
577,"I did ""None"", then ""Visual Studio"", and it worked for me. (VS2012 + ReSharper 8.2)",0,StackOverflow
578,@MattDeKrey would you consider including a link to MarkHughes' example in your answer?,0,StackOverflow
579,"I found your answer extremely useful, but couldn't quite work out how everything hung together until I found his example, and it took me a good while to notice it down here at the bottom of the comments!",1,StackOverflow
580,Many thanks to you both in any case.,1,StackOverflow
581,Someday...I will be good at jQuery.,1,StackOverflow
582,I do not think the second solution does what a description says. The `>` is interpreted locally. So the `outfile` is created locally. No point/need downloading it with `pscp`.,0,StackOverflow
583,You have to wrap whole `mysqldump` command including the redirect to double-quotes to make it redirect to a remote file.,0,StackOverflow
584,See [my answer to similar (if not duplicate) question](http://stackoverflow.com/a/28494574/850848).,0,StackOverflow
585,"The string comes from the database itself. I also tried as a regular string var, same result. This is nonsense...",-1,StackOverflow
586,Thank you @DiscoGolfer. Its making sense now. :),1,StackOverflow
587,see the edit#2. I don't understand what -Xss does. Does it increase the number of items(functions) that can be put on the stack OR Does it increase the maximum size that an item in the stack can hold?,0,StackOverflow
588,Because increasing the -Xss does not seem to increase the number of recursions before ethe exception.,0,StackOverflow
589,But then the original problem reappears!,-1,StackOverflow
590,Also it doesn't solve the situation when you click outside the image but because of the zoom the mouse enters the image again.,0,StackOverflow
591,"Sure, you are welcome. I hope my answer have been useful.",1,StackOverflow
592,"*FYI* It's all theoretical, and yeah caching will improve performance, at the cost of complicating your code, so unless you actually *have* a performance problem, don't bother. It the old adage about not tuning your code until you have a problem, because you may end up wasting your time on the wrong problem, so you don't have any time left to actually find and fix the real problem, if you even have one.",-1,StackOverflow
593,See [Premature optimization](https://www.google.com/search?q=Premature+Optimization&ie=utf-8&oe=utf-8),1,StackOverflow
594,Don't have the time.,0,StackOverflow
595,"Go line by line in the link that I have on there, compare the output between their python and your JS",0,StackOverflow
596,Do you understand me?),0,StackOverflow
597,"@supercat: I've been giving your early-exit scenario a lot of thought, and I think I don't like it.  If we want to avoid explicit error checks and force the caller to stop, we can throw an exception.  The early-exit scenario would require the object to enter a failed state that might only be reset by a retrieval of the error code, which means that if we only care that it did fail but not why, it will never reset.  The more I look at this, the more I'd rather just return a bool.",-1,StackOverflow
598,@LeoNatan I have another project and same issue here. If you have any solution for this problem then please give me answer,-1,StackOverflow
599,"+1, that's the best technical reason.",1,StackOverflow
600,The system defines several of those types of things as well - my answer has an example.,0,StackOverflow
601,"Exactly, That is a good difference...",1,StackOverflow
602,but why Laravel encourage plain,1,StackOverflow
603,"I see. You should then use `object-fit: scale-down` or `object-fit: cover`, with `overflow: none`, and then trick arround with the `height` and `width` values.",-1,StackOverflow
604,Also I don't get why you want to change the background image of an HTML tag that doesn't support it. You can't change the background of a space that only exists in its code.,1,StackOverflow
605,"I recomend removing the `<img>` tag and keeping its parent div, or completely ignoring the `<img>` tag.",0,StackOverflow
606,"Don't post just a link as an answer. After sometime, link may be broken, then your answer will be useless. Try to explain what it says here instead !",-1,StackOverflow
607,"@dyp Actually, that very bullet point has been discussed thoroughly by the CWG, and is not defective.",-1,StackOverflow
608,"Nevermind, I adjusted the answer.",0,StackOverflow
609,"In my case, I'm streaming 3rd party content.",0,StackOverflow
610,Thankk you very much for ur quick response .every thing is working fine now.@,1,StackOverflow
611,exactly which is just mean to align the table.,0,StackOverflow
612,If you dont want to show that just set its visibility to invisible not gone.,-1,StackOverflow
613,https://www.microsoft.com/en-us/download/details.aspx?id=49504&#xA,0,StackOverflow
614,"Are you sure you're pushing `'virtualPageURL' : 'virtual/registration/complete'` onto the dataLayer? If so, did you make sure to add an extra trigger to your GA page view tag in GTM so that the tag fires when you push the `virtualPageview` event onto the dataLayer?",0,StackOverflow
615,"From what I can tell from your funnel visualization report screenshot, the virtual page view is not firing.",0,StackOverflow
616,Would it help to convert the received data to a single data type in simulink then?,0,StackOverflow
617,The arduino code error may have been solved but if I can't convert the data to anything useful in simulink then it's pointless.,-1,StackOverflow
618,Edited answer.,0,StackOverflow
619,"(match > -1 || text == "") instead of (match || text == "") line 108 in main.js",0,StackOverflow
620,What's the difference between Backtrace in TF and in Crashlytics? Which one is better and why?,0,StackOverflow
621,"This worked for me, saved a lot of time.",1,StackOverflow
622,"yes, 1.4.1.min i use on the same page others jquery script   the alert is insie a javascript function call by a onclick on a link",0,StackOverflow
623,Thanks Sam! Your answer also helped solve a similar problem I was having!!!,-1,StackOverflow
624,@Firefog it is an imageview not listview to use onitemclicklistener,0,StackOverflow
625,"Since `myString` is obviously a string, for most use cases it would be safer to initialize it to the nul string, '', rather than `None`.",1,StackOverflow
626,"@Jake: It won't be reliable in browsers, as not all may recognize that URL pattern.",0,StackOverflow
627,"That being said, [this project](https://github.com/commonsguy/cw-omnibus/tree/master/Introspection/URLHandler) demonstrates one using an action.",0,StackOverflow
628,@GMan Thank you for showing `boost:lexical_cast` :D,1,StackOverflow
629,@WillB so no spaces and stuff? Are you shure?,0,StackOverflow
630,@jpw: Ah! The good old De Morgan's law. Edited.,1,StackOverflow
631,"Hi Rob, thank you so much for your help.",1,StackOverflow
632,"but I think there's something else here... I've just asked for help to a Java architect from my company. He's been unable to detect the problem since yesterday, so I guess there's something deeper in any configuration file.",-1,StackOverflow
633,I will let you know when I know something new. Thaks!,1,StackOverflow
634,Thank you!,1,StackOverflow
635,It seems like it's a little complex to create a CRM for Iphone :),1,StackOverflow
636,If you will post separare question outlining your problem you might find the answer.,-1,StackOverflow
637,Your current question is too specific and might be not the best representation of your plans.,1,StackOverflow
638,As I mentioned you can easily determine destination temporary table using BigQuery API. so in general you high levelidea looks doable,0,StackOverflow
639,"Yep, that's right, just change the string ""inputfile.txt"".",0,StackOverflow
640,"If you are running windows then don't forget to escape the backslashes ('\'). Example: ""c:\temp\myfile.txt"" becomes ""c:\\temp\\myfile.txt"". Enjoy :D",1,StackOverflow
641,my point is if you start with one particular one you will quickly see where to find this information and that it is quite likely that arm puts its info in the same or similar place from core to core.,0,StackOverflow
642,"You only need a webViewClient if you want to override its methods like when a page starts loading etc/ and no, I cannot see what is wrong.",-1,StackOverflow
643,I don't know what will happen if you remove the http:// protocol portion,0,StackOverflow
644,"`Configure::write('debug', 2)",0,StackOverflow
645,ok check my updated answer now.,0,StackOverflow
646,"So: `$('Body').delegate(""a[href*='/RightSizeOption/NewForm.aspx']"", ""click"", function(event) {&#xA&#xA  OpenPopUpPage($(this).attr('href'), RefreshPage) &#xA})&#xA` should do it?""",0,StackOverflow
647,"@CarySwoveland, awesome joke! =) Yeah, good reminder that I need to be more careful with my wording.",1,StackOverflow
648,"Open your eyes and you will find something like ""procedure TRecordEdit_View.InitData",1,StackOverflow
649,comment this line $('.result').html(data),0,StackOverflow
650,"oh wait, I think you just need to change `@vote` to `vote` because you are passing it as a local here `<%= render 'shared/vote_form', :food => food, :vote => vote %>`",0,StackOverflow
651,Now it sims gud but still not properly formatted. You do the code formatting and try it out.,0,StackOverflow
652,Hope it helps !,1,StackOverflow
653,I'm trying Pravin's solution now -  I'll report back in a few days on my results . . .,0,StackOverflow
654,Let us [continue this discussion in chat](http://chat.stackoverflow.com/rooms/123768/discussion-between-user3785322-and-pcpriyanka).,0,StackOverflow
655,@salmanhijazi I actually like your solution better. Mainly because using the top attribute can be tricky because it centers from the top border. Not the center of the element.,-1,StackOverflow
656,"Might be obvious for some, but still... Never run `cvf` on live web container managed (Tomcat etc) exploded web application.",-1,StackOverflow
657,It will corrupt the WAR to be created and destroy current directory. Web container thinks it is a new WAR and removes your current files that are being archived.,-1,StackOverflow
658,"Nadazhdin I used the Event Profiler.. I'm not sure how to use it but when I generate a report even on the other report that was working it traces ""Unable to retrieve SQL text""",0,StackOverflow
659,"Ok.. so: the first one doesnt work, it (predictably) complains about not having a converter to get a boost::function from a boost::python::object, then I upgraded to g++ 4.5 (in order o use lambdas) and works great.",1,StackOverflow
660,"Now, can you tell me exactly how can it be? please forgive my ignorance.. but even if I know about lambdas I cant figure it out WHY it does work.. and whats that function() at the last line? Thanx in advance",-1,StackOverflow
661,Thank you.,1,StackOverflow
662,I don't need code tho.,0,StackOverflow
663,Simplest answer will be **LOGICAL OR**.,0,StackOverflow
664,I revised my answer since it got downvoted - I removed the part where I explain how many of these services get this information but in summary - their popularity amongst developers helps them collect the data. I believe they are not taking it in bulk from Apple.,1,StackOverflow
665,"Anyway, check out the free service I suggested and see if it would work for you, also make sure the EPFR you got is the full one.",0,StackOverflow
666,"I'm still waiting on information by a friend of mine, I'll update you in case there is a way to get this info directly that I didn't know of.",1,StackOverflow
667,"Your branch is up-to-date with 'origin/master'.&#xADropped refs/stash@{0} (7349ecc0f4a8aadc86d35e331c419b7ad5d64a87)""",0,StackOverflow
668,"Ok, thanks for your help.",1,StackOverflow
669,Let us [continue this discussion in chat](http://chat.stackoverflow.com/rooms/121994/discussion-between-shubham-khatri-and-m03a3a17).,0,StackOverflow
670,I would assume that by saying **INSERT** or **BATCH INSERT** you also mean **LOAD DATA**???,0,StackOverflow
671,"i know that **LOAD DATA** disregards many constraint checking, i have assumed before that it also will not perform any list look-up for deleted rows!",-1,StackOverflow
672,@NelLau It is better to keep this in a list rather than having many different objects in the global environment.  You can do most of the operations within the list itself.,0,StackOverflow
673,"Suppose you want to save each `list` elements as separate .csv files, `lapply(names(lst), function(x) write.csv(lst[[x]], paste0(x, '.csv'), quote=FALSE))` If you insist on having separate objects, `list2env(lst, envir=.GlobalEnv)",1,StackOverflow
674,I have a fresh CentOS instance where I installed tomcat7 7.0.54 which has `ecj3-7.0.54.jar`.  Where else should I look for ecj jars as this one seems to be up-to-date?,0,StackOverflow
675,"Okay, you were right about that then, but that doesn't fix the scrolling problem.",-1,StackOverflow
676,"Here, I used your example to show you: http://jsfiddle.net/VjET4/3/",0,StackOverflow
677,"I'm a bit confused now as to the problem. labels and images are matching in the collection view, cells are in the right order, but the images aren't in the right order?",-1,StackOverflow
678,alrighty. THANKS!!!!!!!,1,StackOverflow
679,"@arcy your answer was exactly what I needed, I was just having a bit of a derp moment and couldn't think how to get around it, the error message was that I couldn't invoke without a main method, I've fixed my work now with what you suggested, so thanks a lot.",-1,StackOverflow
680,Sorry someone downvoted your question!  I just upvoted it.,-1,StackOverflow
681,It would be forced to use is_array or is_string .... ???,0,StackOverflow
682,Consistency is good code practice .... that is what you should promote ...,1,StackOverflow
683,"It is working in the fiddle, but when I am trying the same in my code, it doesn't alert anything",0,StackOverflow
684,"Ah, I got it! So if I import something in the __init__.py file, those items become first class members of the package as well!&#xA	1",,StackOverflow
685,but above code works only in ie 7 not in ie 9,0,StackOverflow
686,For some reason it all works on jsfiddle but not on brackets or notepad++. I tried different browsers and nothing changes.,0,StackOverflow
687,cool.. thank you so much :),1,StackOverflow
688,"of course, I am really appreciate for your time",1,StackOverflow
689,@rubenvb: what do you mean by post mortem debugger?,0,StackOverflow
690,I don't Konw is My question not clear or i can't understand your answer your code works fine but the prevouis question is still unanswered &#xA,1,StackOverflow
691,"then you need to addevent lisnter in javascript..something like this document.getElementByClass("".iframeLink"").addEventListener(""click"", function(){&#xA   &#xA})	1",,StackOverflow
692,I include a reference to `$state` in my controller but this same approach doesn't work in the interceptor,0,StackOverflow
693,how would you redirect from the interceptor?,0,StackOverflow
694,Check name/path for your angular.min.js and controllers.js file,0,StackOverflow
695,"@RyanPatterson haha! If it is, I'll update my answer with the correct solution :)",1,StackOverflow
696,"Yes I removed my code and replaced it with yours.  When i remove the append to the site does not filter the content.  For example at the moment if i click on the tops link to the left it will hide all other items and show just the tops within the first tab.  This is what i want it to do.  When i used you code, it hides everything",0,StackOverflow
697,"Thnx ,I'll try this.",1,StackOverflow
698,"@Laurence, I understand the doubts about non devs wanting to look at code but I assure this indeed true.  Half of preparing for a RC / Beta bug is figuring out how to explain a code diff to people who are not every day devs.  The first time I had to do this was an ... interesting experience.",-1,StackOverflow
699,"<$php should change to <?php haha, working now",1,StackOverflow
700,"@AugustoGoncalves, great, I am glad you helped!",1,StackOverflow
701,"@user329539 sorry, not going to install Opera now - supporting the three major browsers is the most I can do ATM.",-1,StackOverflow
702,It's possible to hide the buttons if the browser is not one of these to avoid confusion.,-1,StackOverflow
703,So you're saying you don't get the html from getElementsByTagName?  What are you testing on?  The toast is showing the html for me.,0,StackOverflow
704,"Taking a side-route, see: ***ANOTHER APPROACH (2016-09-17)*** near the bottom of the above posting.",0,StackOverflow
705,ok if you can then send me your code,0,StackOverflow
706,+1 and I don't see here any jQuery... wtf?,-1,StackOverflow
707,Another problem is @Abjo's method extends build in String prototype. That some developers choose to be angry about.,-1,StackOverflow
708,"Ah, right - I was being lazy.",-1,StackOverflow
709,"Take a look at this MSDN article, it might help to understand a bit: http://msdn.microsoft.com/en-us/library/77s47661.aspx",0,StackOverflow
710,you got to ask DevExpress support about that.,1,StackOverflow
711,@DavidEisenstat That probably doesn't meet the O(1) space complexity but at least the space requirement doesn't depend on the size of the array,0,StackOverflow
712,"I would suggest keeping with the spirit of Swift and removing the explicit type declaration on `controller` and `label`, e.g. `var controller = UIViewController()`.",0,StackOverflow
713,"One of the major principals of Swift seems to be about removing ""noise"".",0,StackOverflow
714,"yes! is running, how can I have access to the script? where its store? thanks for you help man.",1,StackOverflow
715,I cannot see that property too: https://msdn.microsoft.com/en-us/library/system.windows.forms.savefiledialog_properties(v=vs.110).aspx,1,StackOverflow
716,Yes!!! that works.,1,StackOverflow
717,"For some reason I was insisting on finding the ""pair"", when you simply meet the two criteria sequentially. That works. You were correct that I wanted a pair from each side of the criteria. I was looking for the the pair (500,10) or (10,500) but not (10,10) or (500,500).",0,StackOverflow
718,Also your version runs ~3x faster on the full database. Thank you very much! I clearly have a lot to learn.,1,StackOverflow
719,Thank you very much! I clearly have a lot to learn.,1,StackOverflow
720,http://stackoverflow.com/questions/30571/how-do-i-tell-maven-to-use-the-latest-version-of-a-dependency/1172371#1172371 the last version of a maven artifact is not the release.&#xA,0,StackOverflow
721,"Using E.g. [0.1) i can select the Latest release anyway, but there is no way to select automatically the current release?",0,StackOverflow
722,"I've been getting ""jsPerf is temporarily unavailable while we’re working on releasing v2. Please try again later."" for a day or two.",-1,StackOverflow
723,Did you run the test manually?,0,StackOverflow
724,If it still appended HTTP/1.1 you need to clear browser cache.,0,StackOverflow
725,does your browser console displays an error like 'count undefined'?,-1,StackOverflow
726,"A navigation controller explicitly contains a nav bar, controllers pushed onto the stack will be asked for their nav item and it will be used to update the nav bar. Navigation controllers do not explicitly have a tab bar so the same thing doesn't happen there. You would need to handle the tool bar yourself.",0,StackOverflow
727,"@Alice&#xA	0",,StackOverflow
728,"Did I get that right that you only want schools where *at least* one bar and *at least* one rest. is nearby, not just one of them?",0,StackOverflow
729,"Also, is the updated query with `LATERAL` faster (fewer notices?)",0,StackOverflow
730,"@TobyAllen Thank you :). The odd thing is that my network does not support ipv6, yet my server (windows 7 machine) reports its IP as ::1, the ipv6 loopback address.",1,StackOverflow
731,"Btw, I used to assign the timer to an ivar, but got rid of that. Yeah, that was stupid, and probably what got me into this mess.",-1,StackOverflow
732,"Sorry @yehia, I don't know if it is feasible to use pure java files for AspectJ.",-1,StackOverflow
733,@Quassnoi: Let's see after my update with 4 permutations...,0,StackOverflow
734,@ЕвгенийБалашов still contrary to the methodology of BEM.The modifier should not contain block style. Only overwrites. You may use mixins,-1,StackOverflow
735,@John There's still more relevant code missing...,0,StackOverflow
736,Basically anywhere you set a value by calling a method that you haven't posted makes that line of code indecipherable.,1,StackOverflow
737,I'd honestly recommend just posting your entire project online and posting a link.,0,StackOverflow
738,@konainali Didnt this work for you?,0,StackOverflow
739,"not that I am aware of, the only thing I found on the issue is this link http://stackoverflow.com/questions/16238628/what-happens-when-you-swipe-an-app-out-of-the-recent-apps-list-on-android which says its the same as using `killBackgroundProcesses` which will not call onDestroy when used.",0,StackOverflow
740,If you call that in your activity it still runs but stops everything else like you said,1,StackOverflow
741,"var body = filter.Item2&#xA                    typeof (String).GetMethod(""""Contains""""),&#xA                    new Expression[] { Expression.Constant(v) }), Expression.Constant(true)))&#xA                .Aggregate(Expression.Or)	1",,StackOverflow
742,"Leigh, understood but I felt what I had at the time could prove helpful to someone until I had time for testing a full answer.  I've edited the answer after testing it, so can you upvote and/or mark as correct?  Or can only the person who asked the question do that?",1,StackOverflow
743,"Santose: In MVC 1, on the next request. In MVC 2 beta +, when it is next read.",0,StackOverflow
744,"`new Dictionary<string, object>(){{""aaa"",value}}` or even you can use any other overload with matching parameters with this idea",1,StackOverflow
745,"I'm probably asking a lot, but I've added to my original question my understanding of you're suggesting (well it's pared down a lot from my actual context, but that's just to save on bloat).",1,StackOverflow
746,"Predictably, I am still doing this wrong. I don't, however, understand why. : /",-1,StackOverflow
747,..and how do you choose the length?,0,StackOverflow
748,then could you please guide me how should I do that. I am totally new to gitLab as well as Ubuntu. :(,-1,StackOverflow
749,"what path should i provide in url for request. whether i  include post or not or else 'server/..../user_image_upload' something like that (As per your example), cuz i have to update to specific record by showing file name of uploaded file in table.",1,StackOverflow
750,And thanks for responding.,1,StackOverflow
751,What a relief it's not some XCode nightmare!  Thanks!,-1,StackOverflow
752,"Excuse me, how does the `int(s) for s in file.readline().strip().split(' ')` work? What if for example the line is `6 4 7`? And doesn't strip require a parameter?",0,StackOverflow
753,let us [continue this discussion in chat](http://chat.stackoverflow.com/rooms/46935/discussion-between-markcial-and-pro-grammer),0,StackOverflow
754,"I will documenting regarding the view call open(""{#row.id}"", ""{#rov.form}"")  that Frantisek suggests to use.",0,StackOverflow
755,Yes! There is a method called `eventLoop()` in it. It is the method in which all this takes place (as from the output).,1,StackOverflow
756,THANK YOU VERY MUCH!!!!!,1,StackOverflow
757,"@JonCrowell - I'm not saying it is more readable because it is shorter, I'm saying it is more readable because it is _ruby_... it is like initializing variables with 'null' in Java, or asking for the ""lift"" when you are looking for an elevator in America - it looks awkward and out of context, and hence breaks the reading.",-1,StackOverflow
758,"all i want to do is select any random question from an arraylist, and make sure that the question doesn't gets repeated after it's been asked.. the way you are telling is will go orderwise as far as i guess so. now i hope my problem is clear to you.. if there are 50 questions. i want any of the question from all the 50's to be asked. no matter it might be the 40th one first time. but after it has been asked , it shouldn't be repeated. All 50 questions should be asked randomly",1,StackOverflow
759,Thanks for all your help on this. I think we may be at a dead-end here so I'm going to attack this from another angle.,-1,StackOverflow
760,"@Kevin, -containsObject: looks for membership the same way as -member: does. The only diff is returning BOOL versus the object itself.",0,StackOverflow
761,"@AdrianIftode ""Exception in thread ""main"" java.lang.NoClassDefFoundError: TestPrivileges$1"" Indicates the you didn't include that class when building the jar, do this""jar cvf TestPrivileges.jar TestPrivileges.class TestPrivileges$1.class""",0,StackOverflow
762,Ok i see. Thanks for the answer.,1,StackOverflow
763,Will you be able to accept my answer @user3288891?,0,StackOverflow
764,Which is more efficient?,0,StackOverflow
765,"Tried that too.. added this "",glue={""com.cucumber.learning""}"".. but didn't work",0,StackOverflow
766,Faster comparing to...?,0,StackOverflow
767,"Ok so far I fetch only a workbook `checker` that you give as `""\\gb-ss04\001_DATA\WH DISPO\(5) WH SHARED DRIVE\(21) WAREHOUSE RECEIVINGS\Order Checker.xlsm""`.",0,StackOverflow
768,"Let us make it work with this for now, and if it works we can later modify it to look for another workbook name.",0,StackOverflow
769,"Where it is still in scope, zero in your example still denotes an enumerator even outside the enum definition.",0,StackOverflow
770,I just realized why it isn't working. The boolean where if it's set to False doesn't show schedules set to True that are already assigned. The schedule is already assigned so of course it isn't going to be listed.,0,StackOverflow
771,I changed the value to False with the schedule still assigned to test it and the schedule prepopulates like it's supposed to.,1,StackOverflow
772,So you were awesome. Thank you.,1,StackOverflow
773,I rewrote the LINQ as  .Where(s => s.IsScheduleAssigned == false || s.IsScheduleAssigned == true && s.ScheduleSummary == user.ScheduleSum) to fix this.,1,StackOverflow
774,Thanks for all your help,1,StackOverflow
775,@Cheese great! you welcome!,1,StackOverflow
776,When or why would you use ever ClassData?,0,StackOverflow
777,It looks like just a heavier version of PropertyData.,1,StackOverflow
778,"Instead of making that whole IndexOfData class, I would much rather just turn that _data field into a static property and use it in a PropertyData.",-1,StackOverflow
779,@David you are welcome. :),1,StackOverflow
780,"@TravisR: Thanks for the update, I just turned this into a community wiki to make it easier for everyone to keep it up to date.",1,StackOverflow
781,"As of Docker 1.11.0, using `--email` is deprecated",0,StackOverflow
782,Above example still valid minus that argument.,-1,StackOverflow
783,Glad it works. :),1,StackOverflow
784,@OZ_: Well that's exactly what I've written.,0,StackOverflow
785,You make the exception part of the standard program flow by using the switch statement onto them instead of try/catch.,0,StackOverflow
786,Yes. you are correct..,0,StackOverflow
787,should I need to download status locally before closing??,0,StackOverflow
788,You are talking about build variants: http://tools.android.com/tech-docs/new-build-system/build-system-concepts.,0,StackOverflow
789,"In your environment they'd be named flav1Debug, flav1Release, etc.",0,StackOverflow
790,Also see http://tools.android.com/tech-docs/new-build-system/user-guide#TOC-Build-Type-Product-Flavor-Build-Variant,0,StackOverflow
791,here my xml file is Arrays.xml,0,StackOverflow
792,thanks.,1,StackOverflow
793,"actually, i still have a problem. the selectedBitmap in onActivityResult is always null. any ideas?",-1,StackOverflow
794,"AndreyT is correct hashing a word is O(m) (m number of characters in the word) so over the whole document hashing will be O(n). Same for the comparison required when retrieving the word from the hash and storing in the arrays. Many of the O(1) operations are O(1) word, but O(n) characters. The algorithm is still O(n) characters.",0,StackOverflow
795,"@Ennakard: I don't know what ""writing them line by line"" means �?presumably `print >>my_file, my_list`.  This would also involve serialising the data to strings.",0,StackOverflow
796,"I don't know what is faster, but if you are writing big amounts of data, this process will be dominated by disk I/O anyway, and pickle will win due to being a more compact representation.",-1,StackOverflow
797,"If in doubt and it really matters, measure yourself.",-1,StackOverflow
798,"@Darkice Can I use gstreamer-sharp on Mac OS, iOS and Android?",0,StackOverflow
799,"Alright, post is updated and thanks for your good hint!",1,StackOverflow
800,Let us [continue this discussion in chat](http://chat.stackoverflow.com/rooms/117174/discussion-between-muhammad-yaseen-and-michael-l).,0,StackOverflow
801,"Yes, When you scroll thn top cell go under reuse process and that comes as a last cell & if it contains red image than defiantly if it reused for last cell than it will contain red image.",-1,StackOverflow
802,I guess the sub-process way is the correct one to tackle the problem.,-1,StackOverflow
803,The IO will slow down the process but it's not much different from using exec() .,0,StackOverflow
804,"@Joop Eggen this is example data, it's not real table structure",0,StackOverflow
805,@raghu.. then its work? for you,0,StackOverflow
806,Thank you so much.,1,StackOverflow
807,"@slott I am trying to do just that, a single activity architecture.  I definitely feel that I am getting bogged down.",0,StackOverflow
808,"The dilemma, though, is that fragments load in so much faster than launching new activities.",-1,StackOverflow
809,@IgorJerosimić The problem is the local('Oswald Bold') in the Google CSS.,-1,StackOverflow
810,thnx for d answers.,1,StackOverflow
811,i guess i have to install it using my mobile internet.,0,StackOverflow
812,for the reasons listed by others. a high profile answer like this is definitely going to encourage bad habits.,-1,StackOverflow
