Number,Content,Trinary,Source
19009,This has been a dismal week.,-1,Twitter
19010,"the $60,000 i spent going to college was well spent.  I'm going to meet a man tomorrow in the Toys'R'Us parking lot for a cleaning job.",0,Twitter
19011,"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.",-1,Twitter
19012,@BigHeadAsian Ahhh...can't do this one....will be in las Vegas that weekend  #noctweetup,1,Twitter
19013,"@AuthorSaoirse_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it's no longer operational :|",-1,Twitter
19014,Feeling kinda nervous when there was a virus found on the computer,-1,Twitter
19015,Hail/Thunder storm here. The Power keeps on going on then off. It sucks.,-1,Twitter
19016,it's Friday here in Chicago...and I'm stuck @ home AGH I'M BORED!!! grr!,-1,Twitter
19017,hooome from work. why am i awake still? up in 5 hours,1,Twitter
19018,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?,-1,Twitter
19019,cant go to work tomorow. still sick  grrr its anoying me now!x,1,Twitter
19020,@AndyR3w wish i was rollin with ya,0,Twitter
19021,"missing my granpa, goingo to church, its been two hard months without him!!",1,Twitter
19022,"@yummy411 @Cocoabebe I know, right? I guess the oldest doesn't hold rank on field trips anymore.",0,Twitter
19023,@colinmoge  the one day I need to work,0,Twitter
19024,@wersching and I have to wait till January. Life is not fair!,1,Twitter
19025,@edincoat Oh no  I hope you reach him!,1,Twitter
19026,My dad just told me that he wants to put me up for sale on craigslist,0,Twitter
19027,already missing my biddy bops  home at mom's for the night watching my little bro and getting some rest for my birthday party tomorrow :-D,1,Twitter
19028,Im lonely werkin,-1,Twitter
19029,This weekend is completely different from last weekend.,0,Twitter
19030,@materialistic i know i suck.  my data plan is weak sauce.,-1,Twitter
19031,"@Savfortomorrow Si, no bueno  I guess I just don't entertain him :/",-1,Twitter
19032,@mileycyrus my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better,-1,Twitter
19033,On way to grab @DeejaySpider @ airport. Listenin to #thebeat. There's noooooo way @djflipout would play these mashups.... AVH would be,-1,Twitter
19034,"@backstreetboys Hey boys, do you wanna see my teeth? (damn it, twitter donï¿½t wanna change my picture)",-1,Twitter
19035,"@PrincessPDexter Ohhh, he is very regal man-cat! But he is blocked",1,Twitter
19036,"still can't figure this twitter thing out, i can't my background pic to stick and i can't seem to change my profile pic",0,Twitter
19037,"@cakewrecks that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we've got a long wait tho.",0,Twitter
19038,Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note,-1,Twitter
19039,so I just had a violent fightclub like sex dream involving heavily tattooed ladies. I didn't wanna wake up.  lol.,-1,Twitter
19040,Stepped on Coco's foot earlier while feeding the cats,0,Twitter
19041,@justeezy  woh won at least you aren't in the NYC situation,0,Twitter
19042,@StaceBDU but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,-1,Twitter
19043,@RezaEvol awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards,1,Twitter
19044,@irize yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can't no mo,-1,Twitter
19045,"oh man, just seen the BGT news.. not cool. i loved greg.  that dancing weepy kid was just fucking obnoxious imo.",-1,Twitter
19046,mommy coming home from vegas tonight! going to pick her up later in islip her plane doesnt get in until 10:40. KILLME. i want my mommy,1,Twitter
19047,@kakrisch im jealous.  im slaving away at the store and youre chilling on the boat.,-1,Twitter
19048,@jwalsh Damnit all. That sucks.  You were one of the ones I thought I'd drag back lol,-1,Twitter
19049,@ddlovato  my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better,-1,Twitter
19050,@jinime Your schmoo is moving? Are you sad?,-1,Twitter
19051,"I had a new work picture taken today, hated it, it looks too much like me http://bit.ly/PHjUR",-1,Twitter
19052,@NikkiBenz I want to chat with you in Im some day.,0,Twitter
19053,"@aaronob My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to pick me up for 1 hour.",0,Twitter
19054,Well it's after 6 and i didn't get a call back  oh well,0,Twitter
19055,@urbanfrolicker I'm going to Cali in like two weeks! But it's nor cal,1,Twitter
19056,Home finally. Hungry. needs food. mad cause I might not get pizza today  Hanging out with brandon. its raining.. ugh!!,-1,Twitter
19057,lalalalaaaa i have a virus  tear tearrr well my COMPUTER has a virus! running scan grrr : \,-1,Twitter
19058,@mikeziemer you traitor  whiskey and coke is my aphrodisiac,-1,Twitter
19059,@renegadepr cool. looking forward. san francisco was really nice. didn't make it out to napa though  maybe next time.,1,Twitter
19060,"wish I could feel no pain (8)  but it's ok, at least they like Brazil!",-1,Twitter
19061,@kidcatastrophe so cool to hear you guys on 104.5! and i can't believe you in were cherry hill a few weeks ago and i missed it  come back,-1,Twitter
19062,"@tamtamdoll no, New orleans.. been here since katrina ..",0,Twitter
19063,@glennbeck wish we could come see u on Denver  husband lost his job and can't afford it,0,Twitter
19064,I do nothing on friday nights,0,Twitter
19065,Jane is really sad because she probably won't get perfect on tonight's quiz without the missing article. Should've asked someone for it.,-1,Twitter
19066,@Beauabroughton shud up! lol my device thing doesn't work,1,Twitter
19067,omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!,-1,Twitter
19068,has a tummy ache.,-1,Twitter
19069,"@rdougan I wish I was! well, for the past hour I have been. But before that I was in bed. Proper migraine!",1,Twitter
19070,@joshhebert yeah bit it is overheating a bit and the AC died.,0,Twitter
19071,Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.,1,Twitter
19072,@michaelpietsch He's totally ignoring me!! How sad!  I am heartbroken,-1,Twitter
19073,@Jonasbrothers  my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better,-1,Twitter
19074,"Got stuck in a traffic jam today, i now have one sunburned arm",0,Twitter
19075,@coliwilso *hugs*  still feeling poorly are you,1,Twitter
19076,I was the blue  lol http://twitpic.com/67zgz,1,Twitter
19077,"reason #123,243,342 I don't like weathermen, school program canceled due 2 rain.Show 6p-7p now 8:15p still no rain  #weathermenRneverright",-1,Twitter
19078,I have nacho chips...but no cheese.,0,Twitter
19079,"On my way to work, I'm kinda sad",-1,Twitter
19080,I love it when it rains on me when im golfing,1,Twitter
19081,"chillin on break eatin some grub. pretty burnt out had an eventful day. wanting to go to the movies with Ian, not happening though.",1,Twitter
19082,I missed your calls,-1,Twitter
19083,@vasilly thanks.  I'm self so I don't see the &quot,1,Twitter
19084,@RealKeanuReeves   People are cruel sometimes.  I can't imagine being a Star.,-1,Twitter
19085,"Went for run, my sinuses are pissing me off",-1,Twitter
19086,@sandysurap Thanks. They're both so cute. Havent been home for many years so havent seen them in person,1,Twitter
19087,misses her phone... having no service sucks,-1,Twitter
19088,No one's coming in,0,Twitter
19089,D'oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.,0,Twitter
19090,@jbdance7  ya i can never watch any of them :l,0,Twitter
19091,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,-1,Twitter
19092,I sadly have no voice after the Food Faire and The Academic Pep Rally!! I need my voice.,-1,Twitter
19093,Select Yums tees on sale! Bird Walk and SODMG are sold out though,1,Twitter
19094,Why the fuck can't I be over this ??? I feel like crying bit I realy don't want to  why is this bothering me sooooooo much !?,-1,Twitter
19095,@survivorqueen I can't shes taken my keys to muh car.,0,Twitter
19096,@sophiebenjamin  it's very pleasant. i sooo rarely just have time to kill...,1,Twitter
19097,"No Rockin on the River for me, tonight...",0,Twitter
19098,"Isss boredddd, gotta be up in the morningg",-1,Twitter
19099,@PrincessSuperC i misss youhhhhhhh ci! Tell dem japenese ppl to give yu a computer or sumthinnn. Ya twit fam misssesss supa c!,-1,Twitter
19100,"@LuluLuz  i love you,i love you,i love you -you're the most beautiful and sweet girl ever.",1,Twitter
19101,@hellparade what? whyyyy?,1,Twitter
19102,"@JeremyBorash wow, honestly not surprising, every time they try to push that guy he gets injured",1,Twitter
19103,Nite nite my fellow tweeters goin to put ma ipod in n listen to some westlife missin those guys  then headin to sleep early start  7am x,1,Twitter
19104,"@BodyWisdomInc sorry I missed you @pcharityclassic. Saw you across the way, I was busy taking pix-abt 4:15 came to meet U-but U were gone",-1,Twitter
19105,"Not gonna lie, i'm going to miss high school lunches. A lot. Damn.",-1,Twitter
19106,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,0,Twitter
19107,why is this english homework so hard  i seem to be getting nowhere,0,Twitter
19108,Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!,-1,Twitter
19109,@emerilizzie poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,1,Twitter
19110,@dougreport just checked again and it worked!! Sorry,-1,Twitter
19111,@schambers bud light?!?!?!  up in Massachusetts and no Boston Lager?  Guess I won't catch the next flight   njoy!,1,Twitter
19112,@pandamachinne and i have cheese and no chips.,0,Twitter
19113,@emilygrace_BHB I went to that concert and I remember Derek and Mark were hosting! I miss seeing BHB  at the grove.,-1,Twitter
19114,@Bea0414 eh..not sure daw guesting ni cha on monday,0,Twitter
19115,Im giving up on twitter. My pic is gone my background is gone..I'm hopeless when it comes to technology!!,-1,Twitter
19116,@hannahgramm Haha damn you not inviting me,-1,Twitter
19117,ACK! Ghost Whisperer isn't on!   Damn network's lucky they gave me Walk The Line in place of it...f*ckas. JP is hawt.  :0),-1,Twitter
19118,@Kalediscope Girl *cries* I'm allergic to seafood,-1,Twitter
19119,"aghh mann i missed like half wowp, nd i dont like to start watching things in the middle of the show, i forgot to record it, im maddd!",1,Twitter
19120,@veddersgirl Will start tonight. Bored. Tired of waiting on Darkward. I am breaking up with him,-1,Twitter
19121,@kscarter I feel like I haven't talked to you in a really really long time.,1,Twitter
19122,@mileycyrus  it wont let me vote even tho im signed in,0,Twitter
19123,Just got to the gym but w/no energy,0,Twitter
19124,..dat dude look crazy w/ dat hair on his face lmao ..stop it!! ..the old wrestlers went to TNA  thanks Vince ..these dudes are clowns lol,1,Twitter
19125,Ugh boring friday,-1,Twitter
19126,oh and i forgot my cell at home  thankgod for this crackberry,0,Twitter
19127,@jojo_jtv WHAT! I was only gone for 30 minutes and you're already showing boobage without me?,1,Twitter
19128,Is on break...I'm so tired,-1,Twitter
19129,@MaryleeFOD I am so sorry I missed your tweet  I was on a nice long chat across the border with pastel. Did you want the recipe? email?,-1,Twitter
19130,Tempted to buy MAC at ACW....even though I don't need anything....but I want to try dazzleglasses,0,Twitter
19131,waaah.. I can't open my eyes wider! i wanna go back to sleep but i can't sleep properly..,1,Twitter
19132,"God, why can't I be at #asylum? Really. I never get to do anything cool!",1,Twitter
19133,"FCKeditor is giving me problems! Posts just fine, but only edits in plain text! Help!",-1,Twitter
19134,I hate it when Trevor drives,-1,Twitter
19135,@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.,0,Twitter
19136,"I'd rather be at #BEATweetup.  Instead, I'm taking my cue from @vromans and shutting down. @wirechairs @annacarollo reprezent-zent!",1,Twitter
19137,my fab broke,1,Twitter
19138,@ceciliaa_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick,-1,Twitter
19139,@katevoegele WIsh they were in Toronto  Will you be coming back here soon?,0,Twitter
19140,I'm in a traffic jam,0,Twitter
19141,has a broken iphone,-1,Twitter
19142,UUUUUGH!!! I HATE I MISSED @WAYNEDASTAR INTERVIEW!!! I WASNT AT HOME!!! DARN!!!,-1,Twitter
19143,I am finally plugged in to listen to Flashpoints on http//:www.kpfa.org shoutout @norabf and have missed the segment about Chevron,-1,Twitter
19144,says Morning.  http://plurk.com/p/x34ap,0,Twitter
19145,@AdamRPhoto ow shitttt i cant come get drunk ihave to go to a photo shoot in portsmouth or sumfink  owwwwwwwwwwwww,-1,Twitter
19146,"@RedFieldWines @shakeNbake Bit of New Scientist, this weeks an last weeks, and Watership Down",0,Twitter
19147,Shots suuuuck!  im done  no more vacines!,-1,Twitter
19148,"Omg, someone just left me a voicemail at work    ffs let me have a day off",1,Twitter
19149,Boo....Up DLP is sold out for 8:30,0,Twitter
19150,i'm a bum today,-1,Twitter
19151,might go to bed? No nightmares about bad grades tonight please!  Hmm!,1,Twitter
19152,Environmental project,0,Twitter
19153,@ArtyTheCat oh noes I missed you again.,-1,Twitter
19154,@fatsam33 yeahh  those two times we've stood next to each other were special times...,1,Twitter
19155,Just got my dress for my friends wedding. Its a little tight in places. Gotta work out more,1,Twitter
19156,@NDM_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,1,Twitter
19157,i hate my presentation  hahah whatever im glad its over,-1,Twitter
19158,just got sold out from UP,0,Twitter
19159,@wita  Still think it's unfair that Infamous isn't on PC. =/,-1,Twitter
19160,"still feeling crangsty  but sushi for Marianne's bday (tmr) tonight! then pedicures (finally!) even so, I hate feeling like this *pouts*",-1,Twitter
19161,"@selenagomez AWWWE! I live in Van, would've been so great to see you  but have a great flight!",1,Twitter
19162,chris cornell is going pop?!  i prefer the old chris cornell.,1,Twitter
19163,@kaiminoeau why have i not heard of said show?,0,Twitter
19164,so i have like no more friends it's kinda sad,-1,Twitter
19165,well its hot as heck right now,0,Twitter
19166,"ok, twitter doesnt like me   i must be really dumb...how do i send a msg?",-1,Twitter
19167,offically in DC .....  missing my numero uno,0,Twitter
19168,joooooooooooooo!!!!!!!!!!!! studying!!!  to be readdy to go to the party!!!   If they let me go!!  jajaja I think yeaahh!!! \m/!!,1,Twitter
19169,@avalm  i can never tells mommy!  or they will be means to me...,1,Twitter
19170,"@annettestarbuck heck yea that beats traffic!  Im on the stinkin toll road (paying to sit in traffic, nice) no milkshakes out here",-1,Twitter
19171,@emett55 TGIF is right...I think I broke my toe last night - on my bad foot.,-1,Twitter
19172,doin homework ugh,-1,Twitter
19173,in my room its too damn warm! windows open but im still cooking !,-1,Twitter
19174,Wanting to go out... apparently no ones available!,1,Twitter
19175,@shawncorson i know  i'm tweeting more now though don't you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,-1,Twitter
19176,I have to reupload the damn thing again,-1,Twitter
19177,"@frphoto pictures of your bliss?  In JPEG format?  Sorry, it's message board terminology and u don't play w/us on the boards",1,Twitter
19178,Lack of sleep leads to major head ach,-1,Twitter
19179,They burnt my zuccini,-1,Twitter
19180,"@DD714 Ahh man, and im off NEXT weekend",0,Twitter
19181,has such a freakin migraine,-1,Twitter
19182,@paulie just saw some of the photos... he had his shirt off again didn't he..,0,Twitter
19183,@gregmike saw that across the street for manuels. fur coats must be in short supply somewhere,0,Twitter
19184,feeling sick. headache. bored. tireddd,-1,Twitter
19185,@lindyhot oh noo.. i cant see it,0,Twitter
19186,Our currency is dropping like nobodies business,1,Twitter
19187,I miss vlogcandy,-1,Twitter
19188,Why can't i find any jewellry for my dressssss?,1,Twitter
19189,@JamaicaPanama im missin out on all the fun aww  *cryin* lol,1,Twitter
19190,epic fail with the chocolate fountain that got CLOGGED,-1,Twitter
19191,argh! why is the bathroom always closed when I'm late from my break and gotta pee?!!!!,-1,Twitter
19192,Vent:  No one cares,1,Twitter
19193,I'm so tired. I don't get how I am. I sat on the lawn mower and didn't push the whole damn thing.,-1,Twitter
19194,@BuScooby yes its the twins  so i wontt be watching,0,Twitter
19195,Aw i couldn't see robert before practice. That makes me sad,-1,Twitter
19196,I MISS TUGGER AND MISTO  last night was amazing&lt,1,Twitter
19197,@BBKwieen all of em! Hahahahaha sry,1,Twitter
19198,"@efefe http://twitpic.com/64g3b - i think so ! well,u're lucky",1,Twitter
19199,@KSdaisy Aw...poor thing.,-1,Twitter
19200,@thecapillary i noticed that you were on the same hallway....shitty   No worries about the BBQ....I'm hoping there will be more to come!!!,-1,Twitter
19201,I ripped my favorite pair of jeans.,1,Twitter
19202,i just bit my tongue.  blood everywhere!!!,1,Twitter
19203,Made it to Wisconsin... Now off to Golden Corral again! dang! lol we missed the graduation! tho  Dang!,1,Twitter
19204,"@malikafaye Cool Sound!! Luv &quot doesn't work on ur myspace...    Wish Good Luck!! XoXo from Spain""",1,Twitter
19205,@lolbethie that sounds great right about now. It's ridiculously hot in my house,-1,Twitter
19206,Cleaning time soon,0,Twitter
19207,Time for my ritualistic Friday night depression,-1,Twitter
19208,http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha,-1,Twitter
19209,@caraann aww I miss driving down elmwood,-1,Twitter
19210,Burning my tongue on Won Ton soup,-1,Twitter
19211,wow its follow friday and i havent tweeted... Fail. And nobody has followed me today  dble fail. *suicide*,-1,Twitter
19212,i can't see results for whyareyoustillhere,0,Twitter
19213,@Aphrosie It would still involve me standing up. lol. Windows are too high up. Guess im just gonna have to go out,1,Twitter
19214,@momneedstherapy - So sorry Ambien got sick.  Perhaps work her ashes into the garden with a catnip plant?,-1,Twitter
19215,@WayneDaStar that's a mess  I'll look for it next week,0,Twitter
19216,Why hasn't he called. I'm being blown off yet again.,0,Twitter
19217,sometimes i forget my favorite porn stars are real people too. @bobbyclarkxxx made orange chicken last night and cut his finger off! sad!,-1,Twitter
19218,@jessicagee7 i have restricted driving priviledges...  and i didn't even do anything. stupid double standards,-1,Twitter
19219,"cars,,,,cars....cars.....I need one. ha ha. The one I found last night, that I wanted so bad! is now sold. And not to me",-1,Twitter
19220,eye still hurts  I Think I'll go sleep now...,-1,Twitter
19221,GAH! I have the headache from hell. Reminds me what my lovely wife goes through all too often,-1,Twitter
19222,@SilentEcho omg i know i'm so sorry  my screen is just small :S,-1,Twitter
19223,Just enjoyed 2 steak quesadillas! Kinda mad cause I'm gonna miss the laker game!,1,Twitter
19224,its stormy,-1,Twitter
19225,rain rain go away.  had to cancel my pool plans! tragic.,-1,Twitter
19226,Is sad there was no Otalia today,-1,Twitter
19227,my day is going way too fast,0,Twitter
19228,doesn't sound so great at all  http://is.gd/JslB #palmpre,1,Twitter
19229,so busy already,0,Twitter
19230,@swiftkaratechop &quot,0,Twitter
19231,put my dog to sleep  I love you abby RIP&lt,1,Twitter
19232,@KimmyCakezZ yes ma'am u do have a pretty smile. but you also won't eat chipotle with me.,1,Twitter
19233,Y!oi thay doi khi chung ta... thoi day!,1,Twitter
19234,So glad the days almost over... Another nite of me nd my pain pills alone at the crib lol. Ughh I wish this weekend was over alreadi!,-1,Twitter
19235,"is in skwl now, and i dont really wanna study.. i saw him --&gt",0,Twitter
19236,Practice was a beast today. Not going to see Julian tonight,0,Twitter
19237,@rouxified help!!,1,Twitter
19238,"@cleverindie This spine thing sounds no good  back exercises are no fun, best of luck hon.",1,Twitter
19239,@natalyathree damn! natalya! you gotta tell me whats going on!!! i'd call you but i lost all my phone numbers when i broke my blackberry,-1,Twitter
19240,"So much happier, despite my looming departure",1,Twitter
19241,"@SourTwittles Hahahaha! I didn't know it said that, sheeeeittt! I don't get why I can't have a picture... bwaaaahhh",1,Twitter
19242,Somehow I have managed to sober up and now I remember how crap I felt pre drink,-1,Twitter
19243,"@cheekyxoxo  I love you, though!",1,Twitter
19244,Fun Friday night planned...... Spent at work,1,Twitter
19245,"at work.. missing my miami fam @anywayz, @abigaildsouza, @mrohboy32, carolina, jonathan, @Prtyprincess, @JessDosil &amp",0,Twitter
19246,@TreoBenny ha! I know..I'm very ashamed.,-1,Twitter
19247,I don't wanna work tonight,0,Twitter
19248,"@Gilove2dance Awww, *hugs* I wish I could help.",1,Twitter
19249,@JanuaryParker hey they do have that  but these never bothered me before.,1,Twitter
19250,"I had some work to do, but my wrist hurts too much to do any of it.",-1,Twitter
19251,@HollyTheBoss lol. sorry bout today  ..did u get them?? &amp,-1,Twitter
19252,@kailaengland Im salaried so I don't make any more or less no matter how many hrs I work.  Comes with the territory I suppose.,0,Twitter
19253,i'm probably the only person in the world that uses tweetie from my ipod touch &amp,0,Twitter
19254,Dudes nothing to doon a friday,0,Twitter
19255,Listening to nin and working on my break. ALMOST as good as being at the show.....  rock out extra hard @SarfaBarfa,1,Twitter
19256,Knew she was an idiot..,-1,Twitter
19257,really not lookin forward to monday  bak to college,0,Twitter
19258,@USelaine No!  I in fact made sure that cookie was never delivered.,1,Twitter
19259,"feelin depressed ,, i miss you soo damn fcking much besties  ..i wish i wouldnt have left yt",-1,Twitter
19260,Rain on my parade of beer and fire,0,Twitter
19261,goodness gracious my chair broke,1,Twitter
19262,wishing I was attending #beatweetup I even bought a badge,0,Twitter
19263,@jmariu i couldn't eat all my nuggets  finish them for me.,0,Twitter
19264,@Boy_Kill_Boy I is angry,-1,Twitter
19265,@rufmac I had a priest that said &quot,0,Twitter
19266,Is upset that he didn't get his 24 fix tonight,-1,Twitter
19267,"@Mr_Kimbalicious you can have the milk i have, i only have that here to drink  i think thats whats making me feel sick",-1,Twitter
19268,"god, brera, why is your plot twist going to fucking everything up i can feel it",0,Twitter
19269,@backstreetboys I wish you guys had gotten it on video,0,Twitter
19270,hi from chile!!! It's 9 deg C  winter's coming....cant wait for cali sun.,1,Twitter
19271,Oh how today sucks....,-1,Twitter
19272,@Hockeyvampiress glad you have a squeee moment good for you-- I just got bills in the mail,1,Twitter
19273,@JAYSFIT I SOOOOOOOOOOOOOOOOO NEED TO SEE U  IM ON SOME BS 4REAL DEADASS LMAO,1,Twitter
19274,@NaomiER Having a bad day actually  but your cd keeps my spirits lifted,-1,Twitter
19275,At an 80''S retro prom wishing HE was here to dance with!  I'm gonna miss his great dancing 2nite  but still having a blast &amp,1,Twitter
19276,@danachs I am lost. Please help me find a good home.,1,Twitter
19277,@brentonscowie  dude i will check again but i couldnt find anything  haha i am capital F-U-C-K-E-D,1,Twitter
19278,Rushed to get to ups and they close at 7... I got here at 705 after making a wrong turn,-1,Twitter
19279,@djcommish @JuneBug143 Awww hey boo..  i know i miss all of them,-1,Twitter
19280,i lost a follower,0,Twitter
19281,Bouncing Rush makes me feel nauseous,0,Twitter
19282,"@ddlovato How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard",-1,Twitter
19283,@FenterZ hahaha your gonna beat me again  LOL at james sahal and his &quot,1,Twitter
19284,@prettyrach I am 100% jealous.  wish I had some,-1,Twitter
19285,is crying..because the school years over  i wont get to see my teachers!  i wont get to see johnathan.......,-1,Twitter
19286,Wow. So I hate Staples right now. Majorly. Thanks for being complete fucktards and killing our productivity,-1,Twitter
19287,finishing washing dishes,0,Twitter
19288,Sigh only 1 problem though i need to call Stooopid LIME aka Cable and Wireless and have them reconnect my interent 2 day without net  sads,-1,Twitter
19289,@brighit @lilypenelope @Guy_Vincent @torbengee @@Winsorandnewt i missed the party!!!!  i bought wine and everything!!!,-1,Twitter
19290,@estMay89 been there!  need somewhere NEW,1,Twitter
19291,I think my phone has officially bit the dust.,0,Twitter
19292,Sitting in the car. My ipod is about to die so Im not gonna have anything to do.,0,Twitter
19293,@nezua i want to comment but don't understand what you're saying,0,Twitter
19294,just dropped my biscuit in my tea,0,Twitter
19295,was hoping to go to Red Lobster this weekend,1,Twitter
19296,"There go my big plans... thanks, tonsils.",1,Twitter
19297,@courtbolin i miss youuu and i wish i was dodging semis with you,-1,Twitter
19298,"Bought some little plastic personal wine bottles at Jewel, perfect for rooftop boozin'! Wish I didn't have to wait so long!",1,Twitter
19299,": I saw US Postal was hiring, but once I was done filling out the pre-application thingy it didn't show me jobs open in the area.",0,Twitter
19300,@owl311 that makes me sad...,-1,Twitter
19301,I just wanna be happy,1,Twitter
19302,I wish I could see dramafest SO BAD.,-1,Twitter
19303,"@lacietee i wish i was going, cuz i miss you.",-1,Twitter
19304,@el_juansimon God I'm bored. Wish we could've done something 2night!,-1,Twitter
19305,I got paint in my hair,0,Twitter
19306,Making a list of SiC 2009 attendances,0,Twitter
19307,@samsamsammm i miss you!!  stupid work!,-1,Twitter
19308,"at work.. missing my miami fam @anywayz, @abigaildsouza, @mrohboy32, carolina, @jonathan305, @Prtyprincess, @JessDosil &amp",0,Twitter
19309,@AwesomeKenn lame right?  do u know what dates you'll be in Cali?,-1,Twitter
19310,thinking i cant handle my life like this anymore... almost seems as if suicides the answer... unfortunately.,-1,Twitter
19311,Trying to reorganize plans for tonight uggg  Hopefully it will still be lots 'o fun!,1,Twitter
19312,friday.....i have nothing to do so sad,-1,Twitter
19313,"@kidkierain yeah, that does sound a bit bad man... i got fucking exam week this week",-1,Twitter
19314,is terrible at saving money..,-1,Twitter
19315,working on diffusing that irritation but this traffic sure isn't helping  mother F! it's always real bad the days th@ i help plan stuff,-1,Twitter
19316,@yomama8929 I go into the room for the first time in weeks and you're off cleaning,0,Twitter
19317,@marue720 nope  i'm sooo curious....,1,Twitter
19318,@WerewolfSeth I wanted to see it until I saw that it was PG 13. That totally bummed me out.,0,Twitter
19319,brother's back!! &amp,1,Twitter
19320,"wish i could be in via funchal  yesterday, @tommcfly, @Dannymcfly, @dougiemcfly, @mcflyharry were PERFECT, the best day in my life XX",1,Twitter
19321,28ï¿½ in VanCity? Holy shizz. I will be home soon kids!,1,Twitter
19322,@davidaldrich_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol,-1,Twitter
19323,"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry",-1,Twitter
19324,"Didn't expect to have a car accident, then the pain kick in 4 days later",-1,Twitter
19325,I feel like a lost puppy without my phone.,1,Twitter
19326,"if i make some madeleines, i need to have a bake sale or something. god. boredom needs to = something other than baking",-1,Twitter
19327,@Atashas your sister would ! hahah thats so funny !! i thought you liked them,1,Twitter
19328,@bktassava I am lost. Please help me find a good home.,1,Twitter
19329,off to bed was gonna read some new moon but its a little late now  night night all xxx,1,Twitter
19330,just got back home... bored now,-1,Twitter
19331,hates scaleeeee,-1,Twitter
19332,"She tells me that she feels miserable, so at least it's mutual.",-1,Twitter
19333,Ugh I don't feel well again all of a sudden,-1,Twitter
19334,@alinachka is there anyway you could forgive me?,0,Twitter
19335,"been working all day, finally relaxing!! i miss you",1,Twitter
19336,"So... Things didn't work out as expected, well damm",0,Twitter
19337,tripping through tiredness is nottt nice,1,Twitter
19338,@uwbadgerkelly because you had chips and sale w/o me,0,Twitter
19339,Bella doesn't love me no more,1,Twitter
19340,I have a sore tummy,-1,Twitter
19341,@sarah6800 I miss you already. All the sad faces you texted me were seriously gonna make me cry.,-1,Twitter
19342,@path189 why weren't we invited?,0,Twitter
19343,"@RealRobBrydon Hi Rob, will you be coming back and doing any more shows in Wales again soon? Missed you the first time.",-1,Twitter
19344,@mssbxny artery tomorrow. No more Hagen Daz for me,0,Twitter
19345,@CiiTYLiiGHTSx3 what happened? who's the jerk!?,-1,Twitter
19346,"@RainbowAnne  Well, it was a nice thought while it lasted. Maybe he'll leave properly next time *crosses fingers*",1,Twitter
19347,@xhotandfatx you gotta follow &quot,0,Twitter
19348,@davidaldrich_wx it looks like it did in Ohio after a tornado hit.,1,Twitter
19349,My picture won't update.,0,Twitter
19350,"Graveyard charged my card twice (one correct total, one random amt) from last night's #atltweet tweetup. Check your accounts!",-1,Twitter
19351,@Heylushh haha me tooooo! I miss you I havnt seen you in ages,1,Twitter
19352,forgot to renew my drivers license,0,Twitter
19353,was just about to try and  dl the sims 3 but realize my pc don't meet the standard requirements  i need new pc lol!!!,1,Twitter
19354,The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.,-1,Twitter
19355,My cats sick.,-1,Twitter
19356,I really need to invest in an elliptical machine... Running with shin splints sucks!!,-1,Twitter
19357,"Alex slammed her head into the edge of the table about 30 min ago.  She's going to have a nice, blue bruise.",-1,Twitter
19358,Is watching acoustic performances! &amp,1,Twitter
19359,@ Kosme -&gt,0,Twitter
19360,everyone has left me and gone to bed,0,Twitter
19361,@kickzfadayz Our boy better get it in tonight!!!! Or it's all over,1,Twitter
